Core metadata,,,,Additional metadata,,,,,,,Notes,,,,Categorization,,,,,,,,Applicability concerns,,,,,,,,,,,Findings,,,,Author updates,,,,
Year,Authors,Title,bibtex,Abstract,Published in,Publisher,Source,DOI,Publication date,,Antonia,Breno,Renan,,Broad Categories,Orchestration problem?,TCP,TCS,TSR,TSA,Context?,,Industry motivation?,Industry evaluation?,Experiment subjects,Industry partner,Industrial author,Practitioners feedback,Available tool?,Put into practice?,Supplementary material,Included?,,Approach,Metrics,Open challenges,,Answered by,Tool URL,Put into practice?,Useful metrics?,Additional notes
2019,"Correia, Daniel; Abreu, Rui; Santos, Pedro; Nadkarni, Joo",MOTSD: A multi-objective test selection tool using test suite diagnosability,correia_motsd_2019,"Performing regression testing on large software systems becomes unfeasible as it takes too long to run all the test cases every time a change is made. The main motivation of this work was to provide a faster and earlier feedback loop to the developers at OutSystems when a change is made. The developed tool, MOTSD, implements a multi-objective test selection approach in a C# code base using a test suite diagnosability metric and historical metrics as objectives and it is powered by a particle swarm optimization algorithm. We present implementation challenges, current experimental results and limitations of the tool when applied in an industrial context. Screencast demo link: \textlessa\textgreaterhttps://www.youtube.com/watch?v=CYMfQTUu2BE\textless/a\textgreater © 2019 ACM.",ESEC/FSE 2019: Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,ACM,Query,10.1145/3338906.3341187,2019-08-12,,,,,,Orchestration technique,Selection,X,X,,,General (C#),,TRUE,TRUE,OutSystems codebase in C# (over 8500 TCs),OutSystems (Portugal),TRUE,FALSE,TRUE,TRUE,http://github.com/danielcorreia96/MOTSD,TRUE,,"multi-objective, particle swarm optimization",Diagnosability,use data other than coverage (e.g. dependency graph); questions regarding evaluation; common benchmark for this type of tool.,,Rui Abreu,https://github.com/danielcorreia96/MOTSD,"Yes, it is in use at Outsystems.",Yes,
2019,"Machalica, Mateusz; Samylkin, Alex; Porth, Meredith; Chandra, Satish",Predictive Test Selection,machalica_predictive_2018,"Change-based testing is a key component of continuous integration at Facebook. However, a large number of tests coupled with a high rate of changes committed to our monolithic repository make it infeasible to run all potentially-impacted tests on each change. We propose a new predictive test selection strategy which selects a subset of tests to exercise for each change submitted to the continuous integration system. The strategy is learned from a large dataset of historical test outcomes using basic machine learning techniques. Deployed in production, the strategy reduces the total infrastructure cost of testing code changes by a factor of two, while guaranteeing that over 95% of individual test failures and over 99.9% of faulty changes are still reported back to developers. The method we present here also accounts for the non-determinism of test outcomes, also known as test flakiness.",2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),IEEE,Query,10.1109/ICSE-SEIP.2019.00018,2019-08-19,,,,,,Orchestration technique,,,X,,,,,TRUE,TRUE,Facebook mobile app repository (undisclosed scale) ,Facebook (USA),TRUE,FALSE,FALSE,TRUE,,TRUE,,"machine learning-based, history-based","Recall, selection rate",Incorporate more features into the ML model; more sophisticated ML algorithms and models; correlation between tests that are impacted by the same code.,,Mateusz Machalica,Proprietary,Currently in use by Meta (Facebook),"""Change recall"" was crucial to measure if the technique could reduce cost without adverse impacts.",
2019,"Najafi, Armin; Shang, Weiyi; Rigby, Peter C.",Improving Test Effectiveness Using Test Executions History: An Industrial Experience Report,najafi_improving_2019,"The cost of software testing has become a burden for software companies in the era of rapid release and continuous integration. Our industrial collaborator Ericsson also faces the challenges of expensive testing processes which are typically part of a complex and specialized testing environment. In order to assist Ericsson with improving the test effectiveness of one of its large subsystems, we adopt test selection and prioritization approaches based on test execution history from prior research. By adopting and simulating those approaches on six months of testing data from our subject system, we confirm the existence of valuable information in the test execution history. In particular, the association between test failures provide the most value to the test selection and prioritization processes. More importantly, during this exercise, we encountered various challenges that are unseen or undiscussed in prior research. We document the challenges, our solutions and the lessons learned as an experience report. Our experiences can be valuable for other software testing practitioners and researchers who would like to adopt existing test effectiveness improvement approaches into their work environment.",2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),IEEE,Query,10.1109/ICSE-SEIP.2019.00031,2019-08-19,,,,One of the few that incorporates both TCP and TCS.,,Ochestration technique,Selection + prioritization,X,X,,,General large-scale software,,TRUE,TRUE,Undisclosed large-scale system at Ericsson,Ericsson (Canada),FALSE,FALSE,FALSE,FALSE,,TRUE,,history-based,"Failure frequency, failure association, cost, execution time, missed failures, execution cost",,,Peter Rigby,Proprietary,"It was evaluated with Ericsson, but it is unknown if the technique is still in use.",,
2019,"Leong, Claire; Singh, Abhayendra; Papadakis, Mike; Le Traon, Yves; Micco, John; Traon, Yves Le; Micco, John",Assessing Transition-Based Test Selection Algorithms at Google,leong_assessing_2019,"Continuous Integration traditionally relies on testing every code commit with all impacted tests. This practice requires considerable computational resources, which at Google scale, results in delayed test results and high operational costs. To deal with this issue and provide fast feedback, test selection and prioritization methods aim to execute the tests which are most likely to reveal changes in test results as soon as possible. In this paper we present a simulation framework to support the study and evaluation, with real data, of such techniques. We propose a test selection algorithm evaluation method, and detail several practical requirements which are often ignored by related work, such as the detection of transitions, the collection and analysis of data, and the handling of flaky tests. Based on this framework, we design an experiment evaluating five potential regression test selection algorithms, based on simple heuristics and inspired by previous research, though the evaluation technique is applicable to any number of algorithms for future experiments. Our results show that algorithms based on the recent (transition) execution history do not perform as well as expected (given the previously reported results) and that the test selection problem remains largely open. We found that the best performing algorithms are based on the number of times a test has been triggered and the number of distinct authors committing code that triggers particular tests. More research is needed in order to close the gap between the current approaches and the optimal solution.",2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),IEEE,Query,10.1109/ICSE-SEIP.2019.00019,2019-08-19,,,,An evaluation of five TCS techniques within Google's CI environment.,,Technique analysis,Selection,,X,,,,,TRUE,TRUE,Dataset from Google Test Automation Platform,Google (USA),TRUE,FALSE,FALSE,FALSE,,TRUE,,transition-based (apparently a mix of history-based and change-based),"Transition count, affected count, author count",,,,,,,
2019,"Philip, Adithya Abraham; Bhagwan, Ranjita; Kumar, Rahul; Maddila, Chandra Sekhar; Nagppan, Nachiappan; Nagappan, Nachiappan",FastLane: Test Minimization for Rapidly Deployed Large-Scale Online Services,philip_fastlane:_2019,"Today, we depend on numerous large-scale services for basic operations such as email. These services, built on the basis of Continuous Integration/Continuous Deployment (CI/CD) processes, are extremely dynamic: developers continuously commit code and introduce new features, functionality and fixes. Hundreds of commits may enter the code-base in a single day. Therefore one of the most time-critical, yet resource-intensive tasks towards ensuring code-quality is effectively testing such large code-bases. This paper presents FastLane, a system that performs data-driven test minimization. FastLane uses light-weight machine-learning models built upon a rich history of test and commit logs to predict test outcomes. Tests for which we predict outcomes need not be explicitly run, thereby saving us precious test-time and resources. Our evaluation on a large-scale email and collaboration platform service shows that our techniques can save 18.04%, i.e., almost a fifth of test-time while obtaining a test outcome accuracy of 99.99%.",2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE),IEEE,Query,10.1109/ICSE.2019.00054,2019-08-26,,,,,,Orchestration technique,Minimization,,,X,,General,,TRUE,TRUE,Microsoft Office 365 (tens of thousands of TCs),Microsoft (India),TRUE,FALSE,FALSE,MAYBE,,TRUE,,machine learning-based,"Precision/Recall, time saved",,,,,,,
2019,"Cruciani, Emilio; Miranda, Breno; Verdecchia, Roberto; Bertolino, Antonia",Scalable Approaches for Test Suite Reduction,cruciani_scalable_2019,"Test suite reduction approaches aim at decreasing software regression testing costs by selecting a representative subset from large-size test suites. Most existing techniques are too expensive for handling modern massive systems and moreover depend on artifacts, such as code coverage metrics or specification models, that are not commonly available at large scale. We present a family of novel very efficient approaches for similaritybased test suite reduction that apply algorithms borrowed from the big data domain together with smart heuristics for finding an evenly spread subset of test cases. The approaches are very general since they only use as input the test cases themselves (test source code or command line input).We evaluate four approaches in a version that selects a fixed budget B of test cases, and also in an adequate version that does the reduction guaranteeing some fixed coverage. The results show that the approaches yield a fault detection loss comparable to state-of-the-art techniques, while providing huge gains in terms of efficiency. When applied to a suite of more than 500K real world test cases, the most efficient of the four approaches could select B test cases (for varying B values) in less than 10 seconds.",2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE),IEEE,Query,10.1109/ICSE.2019.00055,2019-08-26,,,,,,Orchestration technique,Reduction,,,X,,General (Java),,TRUE,FALSE,,,FALSE,FALSE,TRUE,FALSE,https://zenodo.org/record/2550079,TRUE,,Similarity-based,"Fault detection loss, test suite reduction, time",,,"Emilio Cruciani
Roberto Verdecchia",https://github.com/ICSE19-FAST-R/FAST-R,"It was experimented with large open-source software from GitHub, but not integrated with the software's development pipeline.",N/A,Contact OK
2019,"Wu, Zhaolin; Yang, Yang; Li, Zheng; Zhao, Ruilian",A Time Window Based Reinforcement Learning Reward for Test Case Prioritization in Continuous Integration,wu_time_2019,"Continuous integration refers to the practice of merging the working copies of all developers into the mainline frequently. Regression testing for each mergence is characterized by continually changing test suite, limited execution time, and fast feedback, which demands new test optimization techniques. Reinforcement learning is introduced for test case prioritization to save computing resources in continuous integration environment, where a reasonable reward function is highly important for learning strategy, since the process of reinforcement learning is a reward-guided behavior. In this paper, APHFW, a novel reward function is proposed by using partial historical information of test cases effectively for fast feedback and cost reduction. The experiments are based on three open-source data sets, and the results show that the proposed reward function is more cost-effect than other reinforcement learning rewards in continuous integration environment.",Internetware '19: Proceedings of the 11th Asia-Pacific Symposium on Internetware,ACM,Query,10.1145/3361242.3361258,2019-10-28,,X,,,,Orchestration technique,,X,,,,Continuous integration in large scale software,,TRUE,TRUE,"""The Google dataset of testing results"" from Elbaum and Penix (5555 TCs) plus datasets from ABB Robotics (up to 2086 TCs)",,FALSE,FALSE,FALSE,FALSE,,TRUE,,"TCP by Reinforcement Learning, the paper experiments different windows on which the reward is calculated, in cmparison with Speiker (only recent observation) and He (full history)","NAPFD
Time cost of prioritization function",use windows of dynamic size,,Yang Yang,https://bitbucket.org/HelgeS/retecs/src/master/,"It was experimented with open-source software such as GSDTSR and Rails, but has not been adopted as standard.",Author believes the metrics in the paper have nothing to do with applicability.,Contact OK
2019,"Land, Kathrin; Neumann, Eva-Maria; Ziegltrum, Simon; Li, Huaxia; Vogel-Heuser, Birgit",An Industrial Evaluation of Test Prioritisation Criteria and Metrics,land_industrial_2019,"Automated production systems become more and more complex. This makes it
 increasingly difficult to keep track of performed changes and already 
executed test cases. This endangers the systems quality as the risk of 
missing important test cases while planning the test execution is high, 
especially for testers with little experience. To face this challenge, 
testers should be supported by an automatic test prioritisation based on
 metrics in selecting the right test cases for the test execution. In 
industry, many different test prioritisation criteria and strategies are
 used for this purpose. In an industrial interview, experts discussed 
and ranked prioritisation criteria that are currently used within the 
respective companies. As a result, this paper presents the cactus 
prioritisation model, which graphically resembles the industrial ranking
 and weighting of the criteria. Based on the prioritisation cactus and 
its criteria, a simple prioritisation metric is introduced to determine 
the utility of each test case regarding the system under test. The test 
cases are prioritised according to their descending utility. 
Furthermore, approaches and metrics to realise the different individual 
prioritisation criteria are proposed.","2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)
 ",IEEE,forward,10.1109/SMC.2019.8914505,2019-11-28,,,,"By interviewing  practitioners in the field of automated production systems (APSs), the authors design a ""prioritization cactus"". This ranks TCP criteria according to what the practitioners find more important. 

A big part of the cactus is called the ""boss factor"", which is essentially a manual assignment of priority to a test case.",,Case study,,X,,,,Mechatronics,,TRUE,n/a,,Undisclosed industrial partner (Germany),FALSE,TRUE,FALSE,FALSE,,TRUE,,n/a,n/a,"When prioritizing, should the focus be entirely on the safety-critical tests, or should some other tests be sprinkled in-between?",,,,,,
2019,"Yackley, Jeffrey J.; Kessentini, Marouane; Bavota, Gabriele; Alizadeh, Vahid; Maxim, Bruce R.",Simultaneous refactoring and regression testing,yackley_simultaneous_2019,"Currently, refactoring and regression testing are treated independently by existing studies. However, software developers frequently switch between these two activities, using regression testing to identify unwanted behavior changes introduced while refactoring and applying refactoring on identified buggy code fragments. Our hypothesis is that the tools to support developers in these two tasks could transfer part of the knowledge extracted from the process of finding refactoring opportunities to identify relevant test cases, and vice-versa. We propose a simultasking, search-based algorithm that unifies the tasks of refactoring and regression testing, hence solving them simultaneously and enabling knowledge transfer between them. The salient feature of the proposed algorithm is a unified and generic solution representation scheme for both problems, which serves as a common platform for knowledge transfer between them. We implemented and evaluated the proposed simultasking approach on six opensource systems and one industrial project. Our study features quantitative and qualitative analysis performed with developers, and the results achieved show that the proposed approach provides advantages over mono-task techniques treating refactoring and regression testing separately. © 2019 IEEE.",2019 19th International Working Conference on Source Code Analysis and Manipulation (SCAM),IEEE,Query,10.1109/SCAM.2019.00032,2019-12-12,,,,"This combines RT (particularly TCS) with another software development challenge, refactoring. By attempting to solve both problems simultaneously, this approach can help developers improve pieces of code with high fault proneness. 

It's not quite what we think of as orchestration, but I think it has a nice idea of combining solutions together.",,Orchestration technique,,,X,,,,,FALSE,FALSE,Open-source Java projects (up to 128 TCs),,FALSE,TRUE,FALSE,FALSE,,MAYBE,,Search-based,"quality metric based on reusability, flexibility, understandability and effectiveness (but this is a metric for the refactoring)",,,,,,,
2019,"Shi, August; Zhao, Peiyuan; Marinov, Darko",Understanding and improving regression test selection in continuous integration,shi_understanding_2019,"Developers rely on regression testing in their continuous integration (CI) environment to find changes that introduce regression faults. While regression testing is widely practiced, it can be costly. Regression test selection (RTS) reduces the cost of regression testing by not running the tests that are unaffected by the changes. Industry has adopted module-level RTS for their CI environment, while researchers have proposed class-level RTS. In this paper, we compare module-and class-level RTS techniques in a cloud-based CI environment, Travis. We also develop and evaluate a hybrid RTS technique that combines aspects of the module-and class-level RTS techniques. We evaluate all the techniques on real Travis builds. We find that the RTS techniques do save testing time compared to running all tests (RetestAll), but the percentage of time for a full build using RTS (76.0%) is not as low as found in previous work, due to the extra overhead in a cloud-based CI environment. Moreover, we inspect test failures from RetestAll builds, and although we find that RTS techniques can miss to select failed tests, these test failures are almost all flaky test failures. As such, RTS techniques provide additional value in helping developers avoid wasting time debugging failures not related to the recent code changes. Overall, our results show that RTS can be beneficial for the developers in the CI environment, and RTS not only saves time but also avoids misleading developers by flaky test failures.",2019 IEEE 30th International Symposium on Software Reliability Engineering (ISSRE),IEEE,forward,10.1109/ISSRE.2019.00031,2020-02-10,,,,"A combination of GIB (module-level TCS) and Ekstazi (class-level TCS), GIBstazi, to improve overall TCS results. The idea is to select fewer tests than GIB, but be safer than Ekstazi.",,,,,X,,,Cloud-based continuous integration,,TRUE,FALSE,Open-source Java projects (up to 335 TCs),,FALSE,FALSE,FALSE,FALSE,,TRUE,,change-based,"Selection rate, time savings",,,Darko Marinov,https://github.com/august782/gitflow-incremental-builder,No,N/A,Contact OK
2020,"Noemmer, Raphael; Haas, Roman",An Evaluation of Test Suite Minimization Techniques,noemmer_evaluation_2020,"As a software project evolves over time, the associated test suite usually grows with it. If test suites are not carefully maintained, this can easily result in massive test execution duration, reducing the benefits of regression testing because faults are found later in development or even after release. Test suite minimization aims to combat long running test suites by removing redundant test cases. Previous work mainly evaluates test suite minimization techniques based on comparably small projects, which are less practically relevant. In this paper, we compare four test suite minimization techniques by applying them to several open source software projects and evaluate the results. We find that the size and execution time of all the test suites can be reduced by over 70% on average. However, there is a substantial loss in fault detection capability of, on average, around 12.5%, restricting the applicability of this form of test suite minimization. © Springer Nature Switzerland AG 2020.",SWQD 2020: International Conference on Software Quality,Springer,Query,10.1007/978-3-030-35510-4_4 ,2019-12-09,,,X,,,Technique analysis,,,,X,,"Investigates the applicability of TSR
techniques in practice",,FALSE,TRUE,Open-source Java projects (up to 14770 TCs),CQSE (Germany),TRUE,FALSE,FALSE,FALSE,,TRUE,,"basic greedy and the HGS
algorithm (guided by statement coverage only)","-test suite reduction achieved
-Impact on fault detection capability
-execution time of the reduced test suite (important finding: ""The reduction in number of tests appears to be a bad indicator for the reduction in execution time"")
",,,,,,,
2020,"Lübke, Daniel",Selecting and Prioritizing Regression Test Suites by Production Usage Risk in Time-Constrained Environments,lubke_selecting_2020,"Regression Testing is an important quality assurance activity for combating unwanted side-effects, which might have been introduced in a new software release. Selecting and prioritizing regression test cases is a challenge in practice – especially in a world of ever increasing complex- ity, distribution, and size of the software solutions. Current approaches try to minimize the number of regression test cases by analyzing the change and the coverage of the tests with regards to this change. Our approach utilizes usage frequencies from the previous, productive soft- ware version in order to select or prioritize test cases by calculating the Regression Risk of a change. This takes into account that not all features of a software are used the same. We successfully validate our approach in a case study of an industry project which develops a complex process integration platform.",SWQD 2020: Software Quality: Quality Intelligence in Software and Systems Engineering,Springer,Query,10.1007/978-3-030-35510-4_3 ,2019-12-09,,,,"Combined TCP/TCS approach based on regression risk, developed in cooperation with a Swiss financial platform.",,Orchestration technique,Selection and prioritization,X,X,,,,,TRUE,TRUE,Dataset from Terravis (375 TCs),Terravis (Switzerland),FALSE,TRUE,FALSE,FALSE,,TRUE,,"""risk-coverage""-based",Accumulated covered regression risk,combine with other TCP/TCS strategies; study differences between minor and major releases w.r.t. regression risk.,,,,,,
2020,"Zhou, Zhi Quan; Liu, Chen; Chen, Tsong Yueh; Tse, T. H.; Susilo, Willy",Beating Random Test Case Prioritization,zhou_beating_2020,"Existing test case prioritization (TCP) techniques have limitations when
 applied to real-world projects, because these techniques require 
certain information to be made available before they can be applied. For
 example, the family of input-based TCP techniques are based on test 
case values or test script strings; other techniques use test coverage, 
test history, program structure, or requirements information. Existing 
techniques also cannot guarantee to always be more effective than random
 prioritization (RP) that does not have any precondition. As a result, 
RP remains the most applicable and most fundamental TCP technique. This 
article proposes an extremely simple, effective, and efficient way to 
prioritize test cases through the introduction of a dispersity metric. 
Our technique is as applicable as RP. We conduct empirical studies using
 43 different versions of 15 real-world projects. Empirical results show
 that our technique is more effective than RP. Our algorithm has a 
linear computational complexity and, therefore, provides a practical 
solution to the problem of prioritizing very large test suites (such as 
those containing hundreds of thousands, or millions, of test cases), 
where the execution time of conventional nonlinear prioritization 
algorithms can be prohibitive. Our technique also provides a practical 
solution to TCP when neither input-based nor execution-based techniques 
are applicable due to lack of information.",IEEE Transactions on Reliability,IEEE,forward,10.1109/TR.2020.2979815,2020-06-16,,,,"This is an interesting one. The authors claim that random prioritization is still the de facto method of prioritizing test suites, because existing techniques either require information that is not easily available or do not guarantee always being better than random.

Their approach is based on the observation that generally, neighboring test cases within a suite tend to have similarities among themselves, while distant ones tend to be different. Using this they propose an adaptive random approach that, according to their results, is always at least a little better than random.

However they claim that FAST, for example, is not as applicable in practice because it requires additional information (the source code of the tests). To me, this seems strange: in which situation will tests be executed without access to their source code?",,,,X,,,,,,TRUE,TRUE,"Major open-source multi language projects, including Firefox (480575 TCs) and SQLite (787530 TCs)",,FALSE,FALSE,FALSE,FALSE,,TRUE,,Similarity-based,"Applicability, APFD, F-measure, time till first failure",,,Zhi Quan Zhou,https://github.com/mafimchen/ART,"Yes, an adapted version of the technique is in use at Alipay.","Yes, but the company also developed additional metrics during implementation.",Contact OK
2020,"Peng, Qianyang; Shi, August; Zhang, Lingming",Empirically revisiting and enhancing IR-based test-case prioritization,peng_empirically_2020,"Test-case prioritization (TCP) aims to detect regression bugs faster via reordering the tests run. While TCP has been studied for over 20 years, it was almost always evaluated using seeded faults/mutants as opposed to using real test failures. In this work, we study the recent change-aware information retrieval (IR) technique for TCP. Prior work has shown it performing better than traditional coverage-based TCP techniques, but it was only evaluated on a small-scale dataset with a cost-unaware metric based on seeded faults/mutants. We extend the prior work by conducting a much larger and more realistic evaluation as well as proposing enhancements that substantially improve the performance. In particular, we evaluate the original technique on a large-scale, real-world software-evolution dataset with real failures using both cost-aware and cost-unaware metrics under various configurations. Also, we design and evaluate hybrid techniques combining the IR features, historical test execution time, and test failure frequencies. Our results show that the change-aware IR technique outperforms stateof-the-art coverage-based techniques in this real-world setting, and our hybrid techniques improve even further upon the original IR technique. Moreover, we show that flaky tests have a substantial impact on evaluating the change-aware TCP techniques based on real test failures.
",ISSTA 2020: Proceedings of the 29th ACM SIGSOFT International Symposium on Software Testing and Analysis,ACM,forward,10.1145/3395363.3397383,2020-07-18,,,,"This is an extension of a previous work. IR stands for Information Retrieval, a form of locating relevant tests based on queries derived from code changes.",,,,X,,,,,,TRUE,FALSE,Open-source Java projects (up to 144 TCs),,FALSE,FALSE,FALSE,FALSE,https://sites.google.com/view/ir-based-tcp,TRUE,,"Information retrieval; the idea is that code changes can be used to construct queries which in turn lead to related tests by finding textual similarities (e.g. variable names, function calls).","APFD, APFDc",,,August Shi,N/A,Unknown,N/A,
2020,"Dirim, Sahin; Sozer, Hasan",Prioritization of Test Cases with Varying Test Costs and Fault Severities for Certification Testing,dirim_prioritization_2020,"We present an industrial case study on the application of test case prioritization techniques in the context of certification testing in consumer electronics domain. Test execution times and fault severities are subject to high variations in this domain. As a result, most of the existing techniques and metrics turn out to be inappropriate for this application context. We discuss such deficiencies and the room for improvement based on our case study with the certification test suites of 3 Smart TV applications as real experimental objects. We also propose a new metric, LAPFD, which is based on the calculation of the average of the percentage of faults detected. This calculation is weighted according to the cost of test cases and calculated separately per severity class. Then, a lexicographic ordering is performed based on these classes. We compared the baseline (random) ordering of test cases with respect to an alternative ordering based on cost, measured as the test execution time. These alternative orderings are evaluated by using the LAPFD metric. We observed that cost-based ordering of test cases consistently outperformed random ordering. Another observation is that there is a large room for improvement regarding the effectiveness of test case prioritization in this application domain.","2020 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",IEEE,forward,10.1109/ICSTW50294.2020.00069,2020-08-04,,X,,,,case study,,X,,,,consumer electronics (Smart tv),,TRUE,TRUE,"Smart TV applications for Netflix, YouTube and Prime Video (up to 213 TCs — but up to 40 hours)",Vestel Electronics (Turkey),TRUE,FALSE,FALSE,MAYBE,,TRUE,,"very simple, prioritize test cases based on their execution time (shortest first)",LAPFD (variant of APFD the considers cost for each of 4 severity classes),consider other TCP techniques as lexographic or history based,,Sahin Dirim,Work done in Excel (attached in email),"Yes, it was implemented at Vestel, but does not see large-scale adoption within the company.","Yes. Some improvements were made, detailed in a journal version currently under review.",
2020,"Prado Lima, Jackson A.; Vergilio, Silvia R.",Multi-Armed Bandit Test Case Prioritization in Continuous Integration Environments: A Trade-off Analysis,lima_multi-armed_2020,"Continuous Integration (CI) practices lead the software to be integrated and tested many times a day, usually subject to a test budget. To deal with this scenario, cost-effective test case prioritization techniques are required. COLEMAN is a Multi-Armed Bandit approach that learns from the test case failure-history the best prioritization order to maximize early fault detection. Reported results show that COLEMAN has reached promising results with different test budgets and spends, in the worst case, less than one second to execute. However, COLEMAN has not been evaluated against a search-based approach. Such an approach can generate near-optimal solutions but is not suitable to the CI budget because it takes too long to execute. Considering this fact, this paper analyses the trade-offs of the COLEMAN solutions in comparison with the near-optimal solutions generated by a Genetic Algorithm (GA). We use measures, which better fit with time constraints: Normalized Average Percentage of Faults Detected (NAPFD), Root-Mean-Square-Error (RMSE), and Prioritization Time. We use seven large-scale real-world software systems, and three different test budgets, 10%, 50%, and 80% of the total time required to execute the test set available for a CI cycle. COLEMAN obtains solutions near to the GA solutions in 90% of the cases, but scenarios with high volatility of test cases and a small number of cycles hamper the prioritization.",SAST 20: Proceedings of the 5th Brazilian Symposium on Systematic and Automated Software Testing,ACM,query refresh,10.1145/3425174.3425210,2020-10-20,,,,,,,,X,,,,,,TRUE,TRUE,Open-source programs (up to 2391 TCs),,FALSE,FALSE,FALSE,FALSE,,TRUE,,reinforcement learning based,"NAPFD, RMSE (root-mean-square-error), prioritization time",,,,,,,
