Core metadata,,,,Additional metadata,,,,,,,Categorization,,,,,,,Applicability concerns,,,,,,,,,,,,Findings,,
Year,Authors,Title,bibtex,Abstract,Published in,Publisher,Source,DOI,Publication date,,Broad Categories,TCP,TCS,TSR,TSA,Context?,,Industry motivation?,Industry evaluation?,Experiment subjects,Programming language,Industry partner,Industrial author,Practitioners feedback,Available tool?,Put into practice?,Supplementary material,Included?,,Approach,Metrics,Open challenges
2019,"Leong, Claire; Singh, Abhayendra; Papadakis, Mike; Le Traon, Yves; Micco, John",Assessing Transition-Based Test Selection Algorithms at Google,leong_assessing_2019,"Continuous Integration traditionally relies on testing every code commit with all impacted tests. This practice requires considerable computational resources, which at Google scale, results in delayed test results and high operational costs. To deal with this issue and provide fast feedback, test selection and prioritization methods aim to execute the tests which are most likely to reveal changes in test results as soon as possible. In this paper we present a simulation framework to support the study and evaluation, with real data, of such techniques. We propose a test selection algorithm evaluation method, and detail several practical requirements which are often ignored by related work, such as the detection of transitions, the collection and analysis of data, and the handling of flaky tests. Based on this framework, we design an experiment evaluating five potential regression test selection algorithms, based on simple heuristics and inspired by previous research, though the evaluation technique is applicable to any number of algorithms for future experiments. Our results show that algorithms based on the recent (transition) execution history do not perform as well as expected (given the previously reported results) and that the test selection problem remains largely open. We found that the best performing algorithms are based on the number of times a test has been triggered and the number of distinct authors committing code that triggers particular tests. More research is needed in order to close the gap between the current approaches and the optimal solution.",2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),IEEE,Query,10.1109/ICSE-SEIP.2019.00019,2019-08-19,,Technique analysis,,X,,,,,TRUE,TRUE,"Dataset from Google Test Automation Platform

Industrial proprietary, supposedy very large scale",Unclear,Google (USA),TRUE,FALSE,FALSE,FALSE,,TRUE,,transition-based (apparently a mix of history-based and change-based),"Transition count, affected count, author count",Causal relationships between algorithms and results; algorithms included do not fully solve the problem; alternative uses of historical data
2019,"Cruciani, Emilio; Miranda, Breno; Verdecchia, Roberto; Bertolino, Antonia",Scalable Approaches for Test Suite Reduction,cruciani_scalable_2019,"Test suite reduction approaches aim at decreasing software regression testing costs by selecting a representative subset from large-size test suites. Most existing techniques are too expensive for handling modern massive systems and moreover depend on artifacts, such as code coverage metrics or specification models, that are not commonly available at large scale. We present a family of novel very efficient approaches for similaritybased test suite reduction that apply algorithms borrowed from the big data domain together with smart heuristics for finding an evenly spread subset of test cases. The approaches are very general since they only use as input the test cases themselves (test source code or command line input).We evaluate four approaches in a version that selects a fixed budget B of test cases, and also in an adequate version that does the reduction guaranteeing some fixed coverage. The results show that the approaches yield a fault detection loss comparable to state-of-the-art techniques, while providing huge gains in terms of efficiency. When applied to a suite of more than 500K real world test cases, the most efficient of the four approaches could select B test cases (for varying B values) in less than 10 seconds.",2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE),IEEE,Query,10.1109/ICSE.2019.00055,2019-08-26,,Orchestration technique,,,X,,General (Java),,TRUE,FALSE,"SIR and Defects4J
Generated test suite (500K+ tests)

Research dataset, medium to large scale
Synthetic data, very large scale","C, Java",,FALSE,FALSE,"TRUE

Replication package, well documented",FALSE,"https://zenodo.org/record/2550079

https://github.com/ICSE19-FAST-R/FAST-R/tree/v1.0.0
",TRUE,,Similarity-based,"Fault detection loss, test suite reduction, time",Filter out test cases that do not impact modified files; more efficient heuristics.
2019,"Philip, Adithya Abraham; Bhagwan, Ranjita; Kumar, Rahul; Maddila, Chandra Sekhar; Nagppan, Nachiappan",FastLane: Test Minimization for Rapidly Deployed Large-Scale Online Services,philip_fastlane:_2019,"Today, we depend on numerous large-scale services for basic operations such as email. These services, built on the basis of Continuous Integration/Continuous Deployment (CI/CD) processes, are extremely dynamic: developers continuously commit code and introduce new features, functionality and fixes. Hundreds of commits may enter the code-base in a single day. Therefore one of the most time-critical, yet resource-intensive tasks towards ensuring code-quality is effectively testing such large code-bases. This paper presents FastLane, a system that performs data-driven test minimization. FastLane uses light-weight machine-learning models built upon a rich history of test and commit logs to predict test outcomes. Tests for which we predict outcomes need not be explicitly run, thereby saving us precious test-time and resources. Our evaluation on a large-scale email and collaboration platform service shows that our techniques can save 18.04%, i.e., almost a fifth of test-time while obtaining a test outcome accuracy of 99.99%.",2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE),IEEE,Query,10.1109/ICSE.2019.00054,2019-08-26,,Orchestration technique,,,X,,General,,TRUE,TRUE,"Microsoft Office 365 (tens of thousands of TCs)

Industrial proprietary, very large scale",C#,Microsoft (India),TRUE,FALSE,FALSE,MAYBE,,TRUE,,machine learning-based,"Precision/Recall, time saved",n/a
2020,"Magalhães, Claudio; Andrade, João; Perrusi, Lucas; Mota, Alexandre; Barros, Flávia; Maia, Eliot",HSP: A hybrid selection and prioritisation of regression test cases based on information retrieval and code coverage applied on an industrial case study,magalhaes_hsp_2020,"The usual way to guarantee quality of software products is via testing. This paper presents a novel strategy for selection and prioritisation of Test Cases (TC) for Regression testing. In the lack of code artifacts from where to derive Test Plans, this work uses information conveyed by textual documents maintained by Industry, such as Change Requests. The proposed process is based on Information Retrieval techniques combined with indirect code coverage measures to select and prioritise TCs. The aim is to provide a high coverage Test Plan which would maximise the number of bugs found. This process was implemented as a prototype tool which was used in a case study with our industrial partner (Motorola Mobility). Experiments results revealed that the combined strategy provides better results than the use of information retrieval and code coverage independently. Yet, it is worth mentioning that any of these automated options performed better than the previous manual process deployed by our industrial partner to create test plans.","Journal of Systems and Software
Volume 159, January 2020",Elsevier,forward refresh,10.1016/j.jss.2019.110430,2019-09-24,,Orchestration (TCS+TCP),X,X,,,Mobile/Android testing,,TRUE,TRUE,"Industrial case studies

(88 to 302 test cases)

Industrial proprietary, small scale",Natural language,"TRUE
Motorola Mobility LLC",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Hybrid Selection and Prioritisation based on Information Retrieval and Code Coverage," - Code coverage
 - Correlation
 - CR (change request) coverage"," - investigating other prioritisation strategies
 - propose strategies / approaches to create and suggest new test cases or scenarios, in order to increase the coverage"
2019,"Wu, Zhaolin; Yang, Yang; Li, Zheng; Zhao, Ruilian",A Time Window Based Reinforcement Learning Reward for Test Case Prioritization in Continuous Integration,wu_time_2019,"Continuous integration refers to the practice of merging the working copies of all developers into the mainline frequently. Regression testing for each mergence is characterized by continually changing test suite, limited execution time, and fast feedback, which demands new test optimization techniques. Reinforcement learning is introduced for test case prioritization to save computing resources in continuous integration environment, where a reasonable reward function is highly important for learning strategy, since the process of reinforcement learning is a reward-guided behavior. In this paper, APHFW, a novel reward function is proposed by using partial historical information of test cases effectively for fast feedback and cost reduction. The experiments are based on three open-source data sets, and the results show that the proposed reward function is more cost-effect than other reinforcement learning rewards in continuous integration environment.",Internetware '19: Proceedings of the 11th Asia-Pacific Symposium on Internetware,ACM,Query,10.1145/3361242.3361258,2019-10-28,,Orchestration technique,X,,,,Continuous integration in large scale software,,TRUE,TRUE,"GSDTSR (5555 TCs) plus datasets from ABB Robotics (up to 2086 TCs)

Industrial open-source, large scale",Unclear,,FALSE,FALSE,FALSE,FALSE,,TRUE,,"TCP by Reinforcement Learning, the paper experiments different windows on which the reward is calculated, in cmparison with Speiker (only recent observation) and He (full history)","NAPFD
Time cost of prioritization function",use windows of dynamic size
2019,"Land, Kathrin; Neumann, Eva-Maria; Ziegltrum, Simon; Li, Huaxia; Vogel-Heuser, Birgit",An Industrial Evaluation of Test Prioritisation Criteria and Metrics,land_industrial_2019,"Automated production systems become more and more complex. This makes it
 increasingly difficult to keep track of performed changes and already 
executed test cases. This endangers the systems quality as the risk of 
missing important test cases while planning the test execution is high, 
especially for testers with little experience. To face this challenge, 
testers should be supported by an automatic test prioritisation based on
 metrics in selecting the right test cases for the test execution. In 
industry, many different test prioritisation criteria and strategies are
 used for this purpose. In an industrial interview, experts discussed 
and ranked prioritisation criteria that are currently used within the 
respective companies. As a result, this paper presents the cactus 
prioritisation model, which graphically resembles the industrial ranking
 and weighting of the criteria. Based on the prioritisation cactus and 
its criteria, a simple prioritisation metric is introduced to determine 
the utility of each test case regarding the system under test. The test 
cases are prioritised according to their descending utility. 
Furthermore, approaches and metrics to realise the different individual 
prioritisation criteria are proposed.","2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)
 ",IEEE,forward,10.1109/SMC.2019.8914505,2019-11-28,,Case study,X,,,,Mechatronics,,TRUE,N/A,N/A,,Undisclosed industrial partner (Germany),FALSE,TRUE,FALSE,FALSE,,TRUE,,N/A,N/A,"When prioritizing, should the focus be entirely on the safety-critical tests, or should some other tests be sprinkled in-between?"
2020,"Noemmer, Raphael; Haas, Roman",An Evaluation of Test Suite Minimization Techniques,noemmer_evaluation_2020,"As a software project evolves over time, the associated test suite usually grows with it. If test suites are not carefully maintained, this can easily result in massive test execution duration, reducing the benefits of regression testing because faults are found later in development or even after release. Test suite minimization aims to combat long running test suites by removing redundant test cases. Previous work mainly evaluates test suite minimization techniques based on comparably small projects, which are less practically relevant. In this paper, we compare four test suite minimization techniques by applying them to several open source software projects and evaluate the results. We find that the size and execution time of all the test suites can be reduced by over 70% on average. However, there is a substantial loss in fault detection capability of, on average, around 12.5%, restricting the applicability of this form of test suite minimization. © Springer Nature Switzerland AG 2020.",SWQD 2020: International Conference on Software Quality,Springer,Query,10.1007/978-3-030-35510-4_4 ,2019-12-09,,Technique analysis,,,X,,"Investigates the applicability of TSR
techniques in practice",,FALSE,FALSE,"Open-source Java projects (up to 14770 TCs)

Open-source, very large scale",Java,CQSE (Germany),TRUE,FALSE,FALSE,FALSE,,TRUE,,"basic greedy and the HGS
algorithm (guided by statement coverage only)","-test suite reduction achieved
-Impact on fault detection capability
-execution time of the reduced test suite (important finding: ""The reduction in number of tests appears to be a bad indicator for the reduction in execution time"")
",Investigate multiple objective-based algorithms; increase variety of study subjects; evaluate TSR with historical data rather than mutation testing.
2020,"Lübke, Daniel",Selecting and Prioritizing Regression Test Suites by Production Usage Risk in Time-Constrained Environments,lubke_selecting_2020,"Regression Testing is an important quality assurance activity for combating unwanted side-effects, which might have been introduced in a new software release. Selecting and prioritizing regression test cases is a challenge in practice – especially in a world of ever increasing complex- ity, distribution, and size of the software solutions. Current approaches try to minimize the number of regression test cases by analyzing the change and the coverage of the tests with regards to this change. Our approach utilizes usage frequencies from the previous, productive soft- ware version in order to select or prioritize test cases by calculating the Regression Risk of a change. This takes into account that not all features of a software are used the same. We successfully validate our approach in a case study of an industry project which develops a complex process integration platform.",SWQD 2020: Software Quality: Quality Intelligence in Software and Systems Engineering,Springer,Query,10.1007/978-3-030-35510-4_3 ,2019-12-09,,Orchestration technique,X,X,,,,,TRUE,TRUE,"Dataset from Terravis (375 TCs)

Industrial proprietary, small scale (in number of tests, long execution time)",WS-BPEL 2.0,Terravis (Switzerland),FALSE,TRUE,FALSE,FALSE,,TRUE,,"""risk-coverage""-based",Accumulated covered regression risk,combine with other TCP/TCS strategies; study differences between minor and major releases w.r.t. regression risk.
2019,"Yackley, Jeffrey J.; Kessentini, Marouane; Bavota, Gabriele; Alizadeh, Vahid; Maxim, Bruce R.",Simultaneous refactoring and regression testing,yackley_simultaneous_2019,"Currently, refactoring and regression testing are treated independently by existing studies. However, software developers frequently switch between these two activities, using regression testing to identify unwanted behavior changes introduced while refactoring and applying refactoring on identified buggy code fragments. Our hypothesis is that the tools to support developers in these two tasks could transfer part of the knowledge extracted from the process of finding refactoring opportunities to identify relevant test cases, and vice-versa. We propose a simultasking, search-based algorithm that unifies the tasks of refactoring and regression testing, hence solving them simultaneously and enabling knowledge transfer between them. The salient feature of the proposed algorithm is a unified and generic solution representation scheme for both problems, which serves as a common platform for knowledge transfer between them. We implemented and evaluated the proposed simultasking approach on six opensource systems and one industrial project. Our study features quantitative and qualitative analysis performed with developers, and the results achieved show that the proposed approach provides advantages over mono-task techniques treating refactoring and regression testing separately. © 2019 IEEE.",2019 19th International Working Conference on Source Code Analysis and Manipulation (SCAM),IEEE,Query,10.1109/SCAM.2019.00032,2019-12-12,,Orchestration technique,,X,,,,,FALSE,FALSE,"Open-source Java projects (up to 128 TCs)

Open-source, small scale",Java,,FALSE,TRUE,FALSE,FALSE,,TRUE,,Search-based,"quality metric based on reusability, flexibility, understandability and effectiveness (but this is a metric for the refactoring)","Validate technique with additional refactoring types, languages, code smells, etc."
2019,"Shi, August; Zhao, Peiyuan; Marinov, Darko",Understanding and improving regression test selection in continuous integration,shi_understanding_2019,"Developers rely on regression testing in their continuous integration (CI) environment to find changes that introduce regression faults. While regression testing is widely practiced, it can be costly. Regression test selection (RTS) reduces the cost of regression testing by not running the tests that are unaffected by the changes. Industry has adopted module-level RTS for their CI environment, while researchers have proposed class-level RTS. In this paper, we compare module-and class-level RTS techniques in a cloud-based CI environment, Travis. We also develop and evaluate a hybrid RTS technique that combines aspects of the module-and class-level RTS techniques. We evaluate all the techniques on real Travis builds. We find that the RTS techniques do save testing time compared to running all tests (RetestAll), but the percentage of time for a full build using RTS (76.0%) is not as low as found in previous work, due to the extra overhead in a cloud-based CI environment. Moreover, we inspect test failures from RetestAll builds, and although we find that RTS techniques can miss to select failed tests, these test failures are almost all flaky test failures. As such, RTS techniques provide additional value in helping developers avoid wasting time debugging failures not related to the recent code changes. Overall, our results show that RTS can be beneficial for the developers in the CI environment, and RTS not only saves time but also avoids misleading developers by flaky test failures.",2019 IEEE 30th International Symposium on Software Reliability Engineering (ISSRE),IEEE,forward,10.1109/ISSRE.2019.00031,2020-02-10,,,,X,,,Cloud-based continuous integration,,TRUE,FALSE,"Open-source Java projects (up to 335 TCs)

Open-source, small scale",Java,,FALSE,FALSE,FALSE,FALSE,,TRUE,,change-based,"Selection rate, time savings",n/a
2022,"Lima, Jackson A. Prado; Vergilio, Silvia Regina",A Multi-Armed Bandit Approach for Test Case Prioritization in Continuous Integration Environments,lima_multi-armed_2022,"Continuous Integration (CI) environments have been increasingly adopted in the industry to allow frequent integration of software changes, making software evolution faster and cost-effective. In such environments, Test Case Prioritization (TCP) techniques play an important role to reduce regression testing costs, establishing a test case execution order that usually maximizes early fault detection. Existing works on TCP in CI environments (TCPCI) present some limitations. Few pieces of work consider CI particularities, such as the test case volatility, that is, they do not consider the dynamic environment of the software life-cycle in which new test cases can be added or removed (discontinued), characteristic related to the Exploration versus Exploitation (EvE) dilemma. To solve such a dilemma an approach needs to balance: i) the diversity of test suite; and ii) the quantity of new test cases and test cases that are error-prone or that comprise high fault-detection capabilities. To deal with this, most approaches use, besides the failure-history, other measures that rely on code instrumentation or require additional information, such as testing coverage. However, to maintain the information updated can be difficult and time-consuming, not scalable due to the test budget of CI environments. In this context, and to properly deal with the TCPCI problem, this work presents an approach based on Multi-Armed Bandit (MAB) called COLEMAN (Combinatorial VOlatiLE Multi-Armed BANdit). The TCPCI problem falls into the category of volatile and combinatorial MAB, because multiple arms (test cases) need to be selected, and they are added or removed over the cycles. We conducted an evaluation considering three time budgets and eleven systems. The results show the applicability of our approach and that COLEMAN outperforms the most similar approach from literature in terms of early fault detection and performance.",IEEE Transactions on Software Engineering,IEEE,query refresh 2,10.1109/TSE.2020.2992428,2020-05-04,,Orchestration technique,X,,,,Continuous integration,,TRUE,TRUE,"Industrial open-source, medium to large scale
Open-source, small to large scale

ABB Robotics dataset (1.9k TCs)

GSDTSR (Google) dataset (5.5k TCs)

GitHub projects (117 - 2.4k TCs)",Unclear,,FALSE,FALSE,"MAYBE

Dataset and results",FALSE,https://osf.io/wmcbt/,TRUE,,reinforcement learning based,"NAPFD, APFDc, RMSE (root-mean-square-error), prioritization time, NTR (normalized time reduction), RFTC (Rank of Failing Test Cases)",Apply approach in industrial scenario; consider including individual test case time; evaluate scalability as nº of TCs vs prioritization time; provide COLEMAN as an open-source API or plug-in.
2020,"Zhou, Zhi Quan; Liu, Chen; Chen, Tsong Yueh; Tse, T. H.; Susilo, Willy",Beating Random Test Case Prioritization,zhou_beating_2020,"Existing test case prioritization (TCP) techniques have limitations when
 applied to real-world projects, because these techniques require 
certain information to be made available before they can be applied. For
 example, the family of input-based TCP techniques are based on test 
case values or test script strings; other techniques use test coverage, 
test history, program structure, or requirements information. Existing 
techniques also cannot guarantee to always be more effective than random
 prioritization (RP) that does not have any precondition. As a result, 
RP remains the most applicable and most fundamental TCP technique. This 
article proposes an extremely simple, effective, and efficient way to 
prioritize test cases through the introduction of a dispersity metric. 
Our technique is as applicable as RP. We conduct empirical studies using
 43 different versions of 15 real-world projects. Empirical results show
 that our technique is more effective than RP. Our algorithm has a 
linear computational complexity and, therefore, provides a practical 
solution to the problem of prioritizing very large test suites (such as 
those containing hundreds of thousands, or millions, of test cases), 
where the execution time of conventional nonlinear prioritization 
algorithms can be prohibitive. Our technique also provides a practical 
solution to TCP when neither input-based nor execution-based techniques 
are applicable due to lack of information.",IEEE Transactions on Reliability,IEEE,forward,10.1109/TR.2020.2979815,2020-06-16,,,X,,,,,,TRUE,FALSE,"Major open-source multi language projects, including Firefox (480575 TCs) and SQLite (787530 TCs), plus SIR

Open-source, very large scale
Research dataset, very large scale","C, C++, Ada, Java, sh, Perl, Lisp",,FALSE,FALSE,FALSE,FALSE,,TRUE,,Similarity-based,"Applicability, APFD, F-measure, time till first failure",More subject programs; leverage structural information of test suites; perform empirical investigation of obs. I (neighboring tests tend to be related/similar)
2020,"Peng, Qianyang; Shi, August; Zhang, Lingming",Empirically revisiting and enhancing IR-based test-case prioritization,peng_empirically_2020,"Test-case prioritization (TCP) aims to detect regression bugs faster via reordering the tests run. While TCP has been studied for over 20 years, it was almost always evaluated using seeded faults/mutants as opposed to using real test failures. In this work, we study the recent change-aware information retrieval (IR) technique for TCP. Prior work has shown it performing better than traditional coverage-based TCP techniques, but it was only evaluated on a small-scale dataset with a cost-unaware metric based on seeded faults/mutants. We extend the prior work by conducting a much larger and more realistic evaluation as well as proposing enhancements that substantially improve the performance. In particular, we evaluate the original technique on a large-scale, real-world software-evolution dataset with real failures using both cost-aware and cost-unaware metrics under various configurations. Also, we design and evaluate hybrid techniques combining the IR features, historical test execution time, and test failure frequencies. Our results show that the change-aware IR technique outperforms stateof-the-art coverage-based techniques in this real-world setting, and our hybrid techniques improve even further upon the original IR technique. Moreover, we show that flaky tests have a substantial impact on evaluating the change-aware TCP techniques based on real test failures.
",ISSTA 2020: Proceedings of the 29th ACM SIGSOFT International Symposium on Software Testing and Analysis,ACM,forward,10.1145/3395363.3397383,2020-07-18,,,X,,,,,,TRUE,FALSE,"Open-source Java projects (up to 144 TCs)

Open-source, small scale",Java,,FALSE,FALSE,"MAYBE

Dataset and results",FALSE,https://sites.google.com/view/ir-based-tcp,TRUE,,"Information retrieval; the idea is that code changes can be used to construct queries which in turn lead to related tests by finding textual similarities (e.g. variable names, function calls).","APFD, APFDc",
2020,"Bertolino, Antonia; Guerriero, Antonio; Miranda, Breno; Pietrantuono, Roberto; Russo, Stefano",Learning-to-rank vs ranking-to-learn: Strategies for regression testing in continuous integration,bertolino_learning--rank_2020,"In Continuous Integration (CI), regression testing is constrained by the time between commits. This demands for careful selection and/or prioritization of test cases within test suites too large to be run entirely. To this aim, some Machine Learning (ML) techniques have been proposed, as an alternative to deterministic approaches. Two broad strategies for ML-based prioritization are learning-to-rank and what we call ranking-to-learn (i.e., reinforcement learning). Various ML algorithms can be applied in each strategy. In this paper we introduce ten of such algorithms for adoption in CI practices, and perform a comprehensive study comparing them against each other using subjects from the Apache Commons project. We analyze the influence of several features of the code under test and of the test process. The results allow to draw criteria to support testers in selecting and tuning the technique that best fits their context.",ICSE '20: Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering,ACM/IEEE,backward,10.1145/3377811.3380369,2020-10-01,,Orchestration (TCS+TCP),X,X,,,Regression Testing in Continuous Integration,,TRUE,FALSE,"six Java subjects from the open-source
Apache Commons project (up to 4864 TCs)

Open-source, small to large scale",Java,,FALSE,FALSE,"TRUE

Replication package",FALSE,https://github.com/icse20/RT-CI,TRUE,,evaluation of ten machine learning algorithms for test prioritization after selection in CI.,"- Rank Percentile Average (RPA)
- end-to-end time: time for test selection + time for prioritization + time for the execution of the selected tests",Explore agressive reductions in large-scale systems
2021,"Chen, Yizhen; Chen, Mei-Hwa",Multi-objective regression test selection,chen_multi-objective_2021,"Regression testing is challenging, yet essential, for maintaining evolving complex software. Efficient regression testing that minimizes the regression testing time and maximizes the detection of the regression faults is in great demand for fast-paced software development. Many research studies have been proposed for selecting regression tests under a time constraint. This paper presents a new approach that first evaluates the fault detectability of each regression test based on the extent to which the test is impacted by the changes. Then, two optimization algorithms are proposed to optimize a multi-objective function that takes fault detectability and execution time of the test as inputs to select an optimal subset of the regression tests that can detect maximal regression faults under a given time constraint. The validity and efficacy of the approach were evaluated using two empirical studies on industrial systems. The promising results suggest that the proposed approach has great potential to ensure the quality of the fast-paced evolving systems. © 2021, EasyChair. All rights reserved.",SEDE 2020. 29th International Conference on Software Engineering and Data Engineering,EasyChair,query refresh 2,10.29007/7z5n,2021-03-01,,Orchestration technique,,X,,,,,TRUE,TRUE,"Industrial proprietary, small scale

Idea Thread Mapper (142k LOC, 397-412 TCs)

Microarray (21k LOC, 84 TCs)

CEDCD (32k LOC, 190 TCs)",Unclear,"Idea Thread Mapper (USA)

National Cancer Institute (USA)",FALSE,FALSE,FALSE,FALSE,,TRUE,,Multi-objective (fault detection + cost constrained),faults detected per given budget,Define program states for other languages.
2021,"Rosenbauer, Lukas; Stein, Anthony; Hähner, Jörg",An Artificial Immune System for Black Box Test Case Selection,zarges_artificial_2021,"Testing is a crucial part of the development of a new product. For software validation a transformation from manual to automated tests can be observed which enables companies to implement large numbers of test cases. However, during testing situations may occur where it is not feasible to run all tests due to time constraints. Hence a set of critical test cases must be compiled which usually fulfills several criteria. Within this work we focus on criteria that are feasible for black box testing such as system tests. We adapt an existing artificial immune system for our use case and evaluate our method in a series of experiments using industrial datasets. We compare our approach with several other test selection methods where our algorithm shows superior performance.","Evolutionary Computation in Combinatorial Optimization: 21st European Conference, EvoCOP 2021, Held as Part of EvoStar 2021, Virtual Event, April 7--9, 2021, Proceedings",Springer,query refresh 2,10.1007/978-3-030-72904-2_11,2021-03-27,,Orchestration technique,,X,,,"Home appliances, black box testing (req coverage)",,TRUE,TRUE,"Industrial proprietary, small to medium scale.

Three datasets from the industrial partner (up to 1499 TCs)",Unclear,BSH Hausgeräte GmbH (Germany),TRUE,FALSE,"TRUE

Replication package, poorly documented",FALSE,https://github.com/LagLukas/moa_testing,TRUE,,"nature-inspired GCAIS is applied for selection, and optimization is multiobjective, including maximinzing req coverage, max probab of failure and minim time (they assume a time budget)","a) time budget needed to reveal the first error
b) Number of broken features found (would be the req causing the failure)
","Not much developed, they mention applying GCAIS to white box testing (which is a bit contradictory)"
2021,"Bagherzadeh, Mojtaba; Kahani, Nafiseh; Briand, Lionel",Reinforcement learning for test case prioritization,bagherzadeh_reinforcement_2022,"Continuous Integration (CI) significantly reduces integration problems, speeds up development time, and shortens release time. However, it also introduces new challenges for quality assurance activities, including regression testing, which is the focus of this work. Though various approaches for test case prioritization have shown to be very promising in the context of regression testing, specific techniques must be designed to deal with the dynamic nature and timing constraints of CI. Recently, Reinforcement Learning (RL) has shown great potential in various challenging scenarios that require continuous adaptation, such as game playing, real-time ads bidding, and recommender systems. Inspired by this line of work and building on initial efforts in supporting test case prioritization with RL techniques, we perform here a comprehensive investigation of RL-based test case prioritization in a CI context. To this end, taking test case prioritization as a ranking problem, we model the sequential interactions between the CI environment and a test case prioritization agent as an RL problem, using three alternative ranking models. We then rely on carefully selected and tailored state-of-the-art RL techniques to automatically and continuously learn a test case prioritization strategy, whose objective is to be as close as possible to the optimal one. Our extensive experimental analysis shows that the best RL solutions provide a significant accuracy improvement over previous RL-based work, with prioritization strategies getting close to being optimal, thus paving the way for using RL to prioritize test cases in a CI context.","IEEE Transactions on Software Engineering ( Volume: 48, Issue: 8, 01 August 2022) ",IEEE,backward,10.1109/TSE.2021.3070549,2021-04-02,,Empirical study,X,,,,Reinforcement Learning for TCP,,"TRUE
(given the CI context)",FALSE,8 Java projects (6 Apache Commons projects),Java,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Evaluation of multiple SOA reinforcement learning approaches for test prioritization in CI. ," - Normalized Rank Percentile Average (NRPA)
 - Average Percentage of Faults Detected (APFD)"," - Automatically and systematically using search-based
for tuning and optimization the approach

- Preparing of a rich dataset and a benchmark."
2021,"Elsner, Daniel; Hauer, Florian; Pretschner, Alexander; Reimer, Silke",Empirically evaluating readily available information for regression test optimization in continuous integration,elsner_empirically_2021,"Regression test selection (RTS) and prioritization (RTP) techniques aim to reduce testing efforts and developer feedback time after a change to the code base. Using various information sources, including test traces, build dependencies, version control data, and test histories, they have been shown to be effective. However, not all of these sources are guaranteed to be available and accessible for arbitrary continuous integration (CI) environments. In contrast, metadata from version control systems (VCSs) and CI systems are readily available and inexpensive. Yet, corresponding RTP and RTS techniques are scattered across research and often only evaluated on synthetic faults or in a specific industrial context. It is cumbersome for practitioners to identify insights that apply to their context, let alone to calibrate associated parameters for maximum cost-effectiveness. This paper consolidates existing work on RTP and unsafe RTS into an actionable methodology to build and evaluate such approaches that exclusively rely on CI and VCS metadata. To investigate how these approaches from prior research compare in heterogeneous settings, we apply the methodology in a large-scale empirical study on a set of 23 projects covering 37,000 CI logs and 76,000 VCS commits. We find that these approaches significantly outperform established RTP baselines and, while still triggering 90% of the failures, we show that practitioners can expect to save on average 84% of test execution time for unsafe RTS. We also find that it can be beneficial to limit training data, features from test history work better than change-based features, and, somewhat surprisingly, simple and well-known heuristics often outperform complex machine-learned models.
",ISSTA 2021: Proceedings of the 30th ACM SIGSOFT International Symposium on Software Testing and Analysis,ACM,backward,10.1145/3460319.3464834,2021-07-11,,Case Study/Empirical study,X,X,,,Regression Testing in Continuous Integration,,TRUE,TRUE,"3 Industrial projects 

plus

20 open-source projects from RTPtorrent","C, C++, Java, DSL, JavaScript",IVU Traffic Technologies,TRUE,TRUE,"TRUE

Replication package

It is a methodology, it has been released to IVU as a web service, unclear in which format it is released in the replication package",TRUE,https://doi.org/10.6084/m9.figshare.13656443,TRUE,,"Compare predictive capabilities of ML features for RTP and RTS exclusively relying on CI and VCS
metadata 
They observe that test history is important and simple models can outperform more complex ones","APFDc + sensitivity analysis
Training time",Extend  application of their methodology in IVU
